image_link,group_id,entity_name,entity_value,easyocr
https://m.media-amazon.com/images/I/61ejd-1ktwL.jpg,459516,item_volume,100.0 pint,"NAHRUNGSERGANZUNGSMITTEL ' Hericium Vitalpilz Hericium erinaceus BO HTl Pulver Powder Poudre Polvo Polvere Poeder / Puder Proszek   -BASED , INGREDIENTS -AnT_ Biotiva ORGANIC ""100% certifie0 Q U AL EDIEN` Se ' .^. A"
https://m.media-amazon.com/images/I/61IjRZyxw6L.jpg,557758,item_volume,355.0 millilitre,"Crush Gzush Gush, Grush Czsh Grush Lime Lime Lime Lime Lime Lime"
https://m.media-amazon.com/images/I/71wZXgdTR3L.jpg,254449,item_volume,"[6.0, 10.0] fluid ounce","SUGGESTED USE: HFacts] As a dietary supplement, mix 1 scoop daily with 6-10 0z of water or as directed by your healthcare professional: THIRD PARTY TESTEDt YDVt NON-GMOt 2|Umg 50% M GLUTEN-FREEt Jmr?Mcabre diet; WARNING: For healthy individuals 18 years and older: Consult a healthcare professional prior to use if you are pregnant or nursing; taking medication, Juuerhager); nalural or have a medical condition. Keep out of reach of children: Do not use if Mhasha safety seal is broken or missing: NOTICE: Store in a cool, place: Contents are sold by weight, not volume. Some settling may occur: Kxby lhe Food and| IMhbw to diagnose; MADE AND QUALITY TESTED IN THE USA With GLOBALLY SOURCED INGREDIENTS. Distributed by Nutricoste 351 E 1750 N Vineyard, UT 84059 (866) 438-3694 support@nutricost com 01 www.nutricost.com 10014 67587 9 dry"
https://m.media-amazon.com/images/I/81OJBlL+M8L.jpg,916768,item_volume,1040.0 millilitre,"PIECE SET 24 Containers + Lids 1040ML - 3502 630ML "" 2102 370ML - 120z 8OOML 2702 520ML = 17.50z 320ML - 110z 970ML 5 320z 640ML = 21.50z 4OOML = 13.50z"
https://m.media-amazon.com/images/I/81wYFdHUBKL.jpg,961822,item_volume,110.0 litre,END OF LIFE INDICATOR TO ALWAYS KEEP MOTHS AT BAY 123 ~ 0
https://m.media-amazon.com/images/I/718SdfkOTyL.jpg,459516,item_volume,1.4 millilitre,"SUPPLEMENT FACTS Dry Herb Menstruum Ratio 133 Serving size: 1.4 ml / Servings about 84 Amount Per Serving %DV Turmeric Root 720 mg (Curcuma Longa) Black Pepper Fruit 10 mg Extract Daily Value (DV) not established Other Ingredients: Certified Organic vegetable glycerin, distilled water: Does not contain: Alcohol, Sugar: SUGGESTED USE: Shake before using: Add two (2) full squeezes of the dropper bulb to 2 0z. of water or juice; 2 times daily, or as directed by your healthcare professional  CAUTION: If you are pregnant; nursing or taking any medications, consult with your healthcare provider before use Do not freeze: Store away from heat and light. out of the reach of children. NON-GMO VEGAN INGREDIENTS MADE IN AN GMP 2 FDA REGISTERED FACILITY *THE STATEMENTS ON THIS PRODUCT HAVE NOT BEEN EVALUATED BY THE FOOD AND DRUG ADMINISTRATION. THIS PRODUCT IS NOT INTENDED TO DIAGNOSE, TREAT , CURE, OR PREVENT ANY DISEASE Keep (oacrya 1 8"
https://m.media-amazon.com/images/I/91joKmQRA8L.jpg,487566,item_weight,1.0 kilogram,1 kg* of recycled cotton saves up to 250 13.5 years of Pet showers drinking water Friendly Guia de Ia Roma Antigua *1kg = 2.2 Ib
https://m.media-amazon.com/images/I/61C-1lrrPYL.jpg,308856,item_weight,20 kilogram,Tailor-made nutrition with irresistible taste Ocean Fish Flavour ADULT 1+ TEOm THE VITAL SYSTEH Whiskas 906dmtatro Tirolen Raneot t NET QUANTITY: 20 kg
https://m.media-amazon.com/images/I/71GwtHkDv9L.jpg,192132,item_weight,1.3 kilogram,"4.5cm (1.77in) 15cm (5.91in) D2 in) 1.2cm(0.47in) 1.Scm(0.59in) 2.2cm(0.85in) Weight:1.3KG 22,Scm (8.85"
https://m.media-amazon.com/images/I/71AYisAdveL.jpg,459516,item_weight,70.0 milligram,CHOOSE A SACHET 7F PRO Boost VITALITY SUPPLEMENT FOR MEN TAKE A STRIP PLACE ON TONGUE Orally Disintegrating Strips (70 mg per strip) LET IT DISSOLVE
https://m.media-amazon.com/images/I/81mUT7Ez1BL.jpg,375816,item_weight,0.85 ounce,"Suggested brew size: RISTRETTO, ESPRESSO , LUNGO RISTRETTO 0.85 Oz ESPRESSO 1.35 Oz LUNGO 3.7 Oz 2021 STARBUCKS CORPORATION: ALL RIGHTS RESERVED:"
https://m.media-amazon.com/images/I/71c+Ot0lO5L.jpg,628971,item_weight,383 gram,"T0 OPEM . TM IMPOSSIBIE CHICKEN NUGGETS MADE FROM PLANTS 18y PROTEIN 6O% HESS  THAN SATURATEDFAT CHOLESTEROL PER SERVING THE LEADING CHICKEN NUGGETS* 12g TOTAL FAT PEA SERVING NET WT. 13.5 02 (383g) CONTAINS NO AMMAL PRODUCTS PERISHABLE HEEP FROZEN E . Z TAb pulL Omy """
https://m.media-amazon.com/images/I/71TDrAkjwVL.jpg,375816,item_weight,100.0 gram,notral 5 araku boomi instant iote 4p 529 coffee 6flozaps 100% MEDIUM ROAST Smooth & Balanced Net Wt   3.5 0z (10Og) 100 Arabica
https://m.media-amazon.com/images/I/61weKHw85sL.jpg,731432,item_weight,1 gram,END U RA NC E & MU SCLE BUILDING PERFORMANCE & STRENGTH AMPLIFIER Improve endurance and muscle function with max doses of: 3.26 2.5G Ig BETA-ALANINE BETAINE TAURINE
https://m.media-amazon.com/images/I/61P8Y9aeUOL.jpg,459516,item_weight,100 gram,"Net Weight 100 g Batch No. Mlg; Date Exp. Date MRP ? Ilnch; ofall laxes) Mrd by; PATANJALI AYURVED LTD_ Un-; D-38, Industrial Area; -249401 (Ultarakhand) Mg Lic No : UttralAyu-117/2007 For feedback and complaints write to: The consumer care ""Ayurved Ltd , Patanjali Food & Herbar Park Vi-Padora Latsar Road, Haridwar-249404 (Uttarakhand) feedback@patanjaliayurved org Care Toll Free No. :18001804108 An Forsalein Indian Subcontinent only ' producta aroalso avalloble Svpotanfalayurved net within 30 once opened ~Hardwar - Manag:, Patarah / Customer ' N MADE l Wompuaantal  nnd Consume ' days '"
https://m.media-amazon.com/images/I/61A81V159gL.jpg,329793,item_weight,3.6 ounce,"KNIFE DETAIL Full 7.87"" length 2Ocm CAMIMCE Blade 3.38"" Handle 4.49"" length 8.6cm length 11.4cm Handle 0.47"" Blade 0.08"" thickness 1.2cm thickness 0.22cm Oz 3.6 OZ EDC OUTDOOR"
https://m.media-amazon.com/images/I/612lSk6D3nL.jpg,267482,item_weight,8 ounce,Joe 24 Kdus Vilkv hekl 9 BIO ND ! A Halal Mnehalalindin nn BIO Belleve In 3 Certification ORGANIC 1.08 Fure DaajSea Sall Original DEAD Sea Salt Manulactuer & Customer (raddjest: Manufactured and produced utihbi in accordance with Islamic Arm: Il FSCC % Frux Zl Hipu Guidance Czn; Denile: #ipohz Powerfully rehydrates and 414741423456 nourishes roots 49gre Incredible Premium Quality 100% Vegan 100% Natural @250g/8 0z INDIA edlct 1 [ORGANIC E Lill : Jx me z 0C7U Mal : 29w8 %2 Mo
https://m.media-amazon.com/images/I/71m-cn0ZeaL.jpg,750220,item_weight,1.0 pound,NO COOD SLFUR SuACE OF DIOXIDE Umsswwectcned Slredded POTASSIUH  COCONUT Plont-Bosed Superfood PLAHT   BASED Nutrition Facts JustloxoeGood Ecance HO ADDED ucorttil Caloies 180 Ae SUPERFOOD Lntcac Ane TTEt SUBAR A Ldlnlmtn ERID Nct Wt: Ilb (4538) HIGh IK BREAT HANGANESE TASTE FREA Cluten DAIRY FREE  KETO: 1003 Fnee VEGAN FREndLy 14} @Natitae
https://m.media-amazon.com/images/I/61-W7dvo8oL.jpg,993359,item_weight,100 gram,You may get assorted Packaging caps 100% CERTIFIED ORGANIC 100% CERTIFIED ORGANIC 100g 100g OR Pure Tree CLOVES (WHOLE) Pure Tree (LAUNG) CLOVES (WHOLE) Rich in antioxidant (LAUNG) Promotes oral health Rich In antioxidant Promotes oral health
https://m.media-amazon.com/images/I/61G-1TUMStL.jpg,639090,item_weight,10.0 gram,Coconelon
https://m.media-amazon.com/images/I/61Z-sklKEIL.jpg,237000,item_weight,0.6 kilogram,"31.5"" (8Ocm) 31.5"" (8Ocm) 31.5"" (8Ocm) Product information COLOR: WEIGHT: Black *0.60kg SIZE:(L*W*H) PACKAGE LIST: 80*80*80cm 1* Garden Furniture Cover 31.5 x 31.5 x 31.Sinch 1* Storage Bag"
https://m.media-amazon.com/images/I/81loXXaacAL.jpg,397856,item_weight,1000.0 microgram,"Each sublingual tablet contains: Chaque comprime sublingual contient : Vitamin B12 Vitamine B12 (methylcobalamin) 1000 mcg (methylcobalamine) 000 mcg Non-medicinal  ingredients: Lactose Ingredients non medicinaux lactose monohydrate, microcrystalline cellulose; monohydrate, cellulose   microcristalline , croscarmellose sodium, vegetable croscarmellose sodique, stearate de magnesium stearate (lubricant): magnesium dorigine vegetale (lubrifiant): Recommended purpose: Methylcobala- Usage recommande La methylcobala- min; the active form of B12, is more easily mine, forme active de la vitamine B12, est absorbed and stays in the body longer plus facilement assimilee par Iorganisme et while other forms such as cyanocobalamin y reste plus longtemps, alors que dautres must be converted to methylcobalamin in formes de B12, telles que Ia cyanocobala- a two-step process. maintain the mine, doivent etre converties en methylco- body's ability to metabolize nutrients and balamine par un processus a deux etapes. prevent vitamin B12 deficiency: Helps in Aide a maintenir Ia capacite de Iorganisme energy metabolism, red blood cell formation; a metaboliser les nutriments et a prevenir and normal immune function. A factor in Ia carence en vitamine B12. Contribue au normal growth and development; and in the metabolisme de /energie, a la formation maintenance of health: des globules rouges et au fonctionnement Recommended dosage (adults): Dissolve normal du systeme immunitaire. Contribue 1 tablet daily under the tongue or as directed au bon developpement; a la croissance nor- by a physician. out of reach of children: male et au maintien dune bonne sante: For product freshness protect Dose recommandee (adultes) : Laisser from heat and humidity: fondre 1 comprime parjour sous la langue ou suivre les recommandations d'un medecin; Conserver hors de Ia portee des enfants. Garder au frais et au sec pour preserver Ia fraicheur grade Helps good Keep"
https://m.media-amazon.com/images/I/71ERx--8tDL.jpg,881883,item_weight,240.0 gram,240G Polyester fiber 3D Printing
https://m.media-amazon.com/images/I/71Eszh9j23L.jpg,630869,item_weight,32.0 gram,"MEDICAL ALERT BRACELETS ARE EASY TO SET UP, WEAR, AND USE Material: Stainless steel Dial length: 45mm /1.77inch Dial width: 19mm / 0.75inch 6 Weight:32g / 1.1302 3 Applicable wrist dimension ; 45 mm / 1.77"" 19.5 cm / 7.68"" 2cm 0.79"" TIPS: The size of the product is measured manually and may be subject to marginal error. 5352,"
https://m.media-amazon.com/images/I/61drJM6-mtL.jpg,299791,item_weight,11.0 gram,Informazioni sul prodotto forelvet 1 inches U ve 0.86 inches Materiali : Ciondoli in lega Processo ' Intarsio e lucidatura Lunghezza ' Catena 24+2 Peso : 11g
https://m.media-amazon.com/images/I/61BOmwxiQSL.jpg,208023,item_weight,223.0 gram,"STAMPA ALTISSIMA DEFINIZIONE NUOVO PRODOTTO SUPERFICIE Ti A SPECCHIO Eres Ramazetti LUCIDA 0,18 CODICE Y4 5) SPOTIFY shui PERSONALIZZATO NOVITA' perehe Gposera"
https://m.media-amazon.com/images/I/61j98HrCePL.jpg,281678,item_weight,50.0 gram,"NEWI | NOUVEAUI LepNThT To IAMTTTNE Loroor TWININGS"" Peach & Orange LONDON Peche et orange OPEN HERE OUVRIR ICI For Full-Flavoured Enjoyment Naturally Caffeine-Free ENJOY Hot Pour un delice rempli de saveurs OR ICED! A DEGUSTER Naturellement sans cafeine CHAUDE OU GLACEEI FLAVOURED HERBAL TEA | TISANE AROMATISEE 20 sadhedsertealbaginceviededefresh posr de fraicheur 50 g sachets emballes pour plus"
https://m.media-amazon.com/images/I/618Y-gX9edL.jpg,375816,item_weight,2 gram,"100% Arabica Smooth, rich coffee Mdlegde-lke country coleec bean Cjce FLAVOUR Box 2G X 15 euhome  Valueebw Mattena peablaanrad Jdaadud JabuIrCa eeathr_ ""elmo 7x+72 Peaeko"" Merairugr C 0 F F E E  UN S TA N T ARABICA [10 0 % 'SACHETS"
https://m.media-amazon.com/images/I/71uKjXwsCYL.jpg,145452,item_weight,14.46 ounce,"BUZIO"" #UZIO"" Buzio #Utio"" Size 32 0z 32 oz Tumbler 40 0z 64 0z 87 0z 12802 Mouth (2.16"" ) 4.33"" ) Diameter Width 3.54"" 2.75"" 3.54"" 4.92"" 4.92"" 6.22"" (bottom diameter) Bottle Height 8.66"" 10.39"" 10.39"" 9.84"" 12.20"" 10.63"" (wlo cap) Weight 14.46 0z 16.76 0z 16.58 0z 30.52 0z 35.45 0z 59.970z (wlo cap) 3 Accessories"
https://m.media-amazon.com/images/I/81Gz0+uq6vL.jpg,609802,item_weight,17.0 pound,SIZE REFERENCE Below are some of our customers in the All Weather Step-In Mesh Harness. Please note that these photos are for reference only: Be sure to ALWAYS MEASURE your when sizing for a harness XS XS XS XS XS Chihuahua (6 Ibs) Chihuahua-Maltese House Cat (6 Ibs) House Cat (11 Ibs) Italian Greyhound Yorkie Mix (6 Ib) Ibs) S S S Peakapoo (9 Ibs) Miniature Pinscher Mini Poodle Mix Maltipoo (11 Ibs) House Cat (15 Ibs) 6 Ibs) (12.5 Ibs) M M M Miniature Husky (9 Ibs) German Shorthaired Daschund (12 Ibs) Chihuahua Mix Schanuzer Ibs) Pointer (14 Ibs) (14 Ibs) Yorkie Mix (15 Ibs) (19 Ibs) Miniature Schnauzer Daschund Boston Terrier (16 Ibs) Retriever Mix (17 Ibs) Ibs) XL XL XL XL Miniature Poodle Saint Pyrenees Retriever Mix Beagle (20 Ibs) (12 Ibs) (25 Ibs) 30 Ibs) pet Puppy (14 Pug (15
https://m.media-amazon.com/images/I/71j0FmVb-lL.jpg,311997,item_weight,195.0 gram,21cmX28cm 27cmX35cm 24cmX31cm 135g 230g 195g
https://m.media-amazon.com/images/I/813v1oPt8kL.jpg,558374,item_weight,690 gram,"Chlcn 1 chlormint WITH HERBASOL ProprietaRY Ayurvedic Medicine BreaTH FresheNeR SogarNase/ 'OoproVPPERMINT TAilAM 212 59; Pudina SATVA ! 14 m8 Mfg 93, Approved fLAVOUR, Approvedcolour (InS-102, INS-033). BPGAGG.4o CwdisYuay Or AS And When d {xpiry 1z Months FronmuaufOrurs MAND SVoReD ReoOiREDRY conditions NET WEIGHT: 690g MR.P: (INCL_ Of ALL TAXES) ? 150.00 BATCH No: APR-15 1105155041 MANUTACVNRED UNdER Licence Of PERFETTI VAN Melle $ P^ iialy FOR DERFETTAVPURMEiGHWAIAPVs LD RegiStERED Office 47m Milestone industrisiDuRED,G7/W28 MaNESAR 22050, GURGAON (Hr) BY Royes FoR FEEDBACR/COMPDAINTS , (o8 E MEDCHAL 501401,R R. district (TELANGANA StatE). MileSTonE; DELHI CONTACT MANAGER ConsumeR CARE CELL AT Registered office ATTH Or E MaIL CONSUMERGRRE CIG PWMGRPCOSAR - 122050,GuRGaow (HR) OR TOLE FREE No; 1800 4190511 PvMGRPcoM Without offecting the net weight; occosionolly the pockoge moy contoin wropper (s) devoid of product and those ore not morkefoble cercetti 8/l90i 3931883324 3 9 0 7osaeih Juj15"" Glol 0 Mfd: BREAI 4314 Mold 2"
https://m.media-amazon.com/images/I/61Zxm7qMtxL.jpg,487566,item_weight,1.0 ton,"LollyBonks BUY ANY 2, GET 5% OFF BUY ANY 3, GET 10% OFF BUY ANY 5,GET 15% OFF ONLY APPLIES TO 1-PACK SWADDLES"
https://m.media-amazon.com/images/I/71ulljERRzL.jpg,630390,item_weight,2.0 pound,En ISO WHEY PROTEIN WHEY PROTEIN ISOLATE Wigh PROTEIN addeo Susar' THE CREAMY 908 g 30 20lb hazelmut Nougai flavor WHEY OF LIFE
https://m.media-amazon.com/images/I/91q91lFqShL.jpg,529606,item_weight,623 gram,"YANKEE CANDLE passion for fragrance (CHRISTMAS MAGIC de Noel with pure, natural extracts NET WT 623g Magie ="
https://m.media-amazon.com/images/I/81LSWtpMEyL.jpg,487566,item_weight,25811.0 ton, 28 Dbw loi lCs 12 3 4 5 2 8 10 11  12 Weo Best Gift For New Mom & New Born Babies a Mlonths
https://m.media-amazon.com/images/I/41lQhgz7jwL.jpg,639090,item_weight,100.0 gram,"Pro 1009 Pro Stick Energie_kJ 2360 kJ 378 Kcal 564 Kcal 90 Kcal Fett 31.0 509 Davon gesattigte Fettsauren 15,8 2,5 Kohlehydrate 62,.2 9,9 Davon Zucker 47.8 9 9.99 Eiweil 8,2 9 1,3 9 Salz 0,04"
https://m.media-amazon.com/images/I/816q2NsFMxL.jpg,442321,item_weight,80.0 kilogram,"80 kg 1 13 STABILE KONSTRUKTION Die kratzfeste Beschichtung der 15mm dicken Tischplatte ist wasserabweisend und pflegeleicht. Die Tischbeine und das pulverbeschichtete Stahl-Gestell sind besonders stabil und bis zu 80 kg belastbar: Durch die verstellbaren Drehknopfe kannst du Unebenheiten im Boden ausgleichen und erhaltst dadurch zusatzlich einen festen und sicheren Stand; 60 cosona"""
https://m.media-amazon.com/images/I/71s8v4CEchL.jpg,929999,item_weight,38 pound,MAXTENISION Doids 9) 38 LBS 1 038 Lis Napacsspors ApacsHo |
https://m.media-amazon.com/images/I/61Zf0HbJWaL.jpg,308856,item_weight,500 gram,"VOHREcLAtIo iN dfools USA ABSOLUTE drools ABSOLUTE"" MILK MiLk I Absolutely Deliciousl MILK DHA FOR 8 weeks wt; (vIts REPLACER Added PUPPIES 'weeks Newborn Development and _ Growth = Probiotis Optimum , } Probiotics _ FOR! with _ puppiES 'Digestion 5 Hcalthy = Newborn- Minerals Vitamins = Iwith E Net = Enriched 1 500g"
https://m.media-amazon.com/images/I/61eNJ60rPSL.jpg,731432,item_weight,1000.0 milligram,"S | GM A T | M E $ ""5 IG M A FTIME S ACV AcV KETO KETO MAX OTHER GUMMIES BRANDS MA Dosage IOOOMG SOOMG Manufactured USA CHINA GUMM 3rd Party Tested WEIGHT MANAGAMEN Vegan SUPPORTS DiG DETOX & CLEA Organic IOOOMG Supply 60/120/180 30/60 GUMMY PACKAGE GUMMIES DIETARV suppLeMENT 60 GUMMFS OPTIONS"
https://m.media-amazon.com/images/I/91nZRBD0rzS.jpg,178958,maximum_weight_recommendation,125 kilogram,125 Kg Bench Load capacity
https://m.media-amazon.com/images/I/81l7rtllEuL.jpg,120219,maximum_weight_recommendation,13.0 ton,"Multiple Combination Use (2+2 Rows) for Deep Narrow Drawer 5"" 13 to 9 Multiple Combination Use (1+3 Rows) for Small Drawer 26"" _ 13"" 18"""
https://m.media-amazon.com/images/I/61oxhLxHJAL.jpg,801829,maximum_weight_recommendation,105 kilogram,CELLBELL Cz+LEJsTO A 42 cm D - 64 cm Height Sustainability 5.2Ft- 6Ft B 50 cm E - 106 cm Weight Sustainability 105 kgs C - 50 cm F 48-62 cm
https://m.media-amazon.com/images/I/71f+HGMAuYL.jpg,120219,maximum_weight_recommendation,400.0 gram,Freddo CAR TRUNK ORGANIZER SPECIFICATIONS ACCESSORIES STORAGE E EHNXeno HENDAL POLYESTER 400 GSM POLYESTER WEBBING FELT THREAD 2 oppau]
https://m.media-amazon.com/images/I/613vDp6SVGL.jpg,150913,maximum_weight_recommendation,25 kilogram,Woosh 3 Stroller COSATTO Suitable from birth to (4 years approx ) Concertina one-hand compact fold window to with one-hand auto lock: tabs on your passenger. UPFIOO+ double-tiered holder. hood for ultimate Removable bumper bar: Exquisite detailing including pockets and magic bell: Extra large basket: All-round suspension for smooth ride. 25kg Viewing keep Cup shading: COSATO
https://m.media-amazon.com/images/I/6197cNt3K1L.jpg,751532,maximum_weight_recommendation,400 pound,"Twin Size Recommended mattress size: 39""x75"" 41.14"" 6.29 78.34"" 39.96"" Ibs 400 Capac ity"
https://m.media-amazon.com/images/I/71ZWHUvAtHL.jpg,120219,maximum_weight_recommendation,201.0 gram,ttex 07
https://m.media-amazon.com/images/I/81sZPY-rrrL.jpg,933453,maximum_weight_recommendation,120 pound,REAR-FACING FORWARD-FACING HARNESS HARNESS 4-40 Ib 22-65 Ib Three recline positions For children evenfla at least 2 years old  = HIGH-BACK NO-BACK evenib BOOSTER BOOSTER 40-120 Ib 40-120 Ib For children For children at least at least 4years old 4 years old 1 SEAT; 4 MODES. 10 YEARS. FOR CHILDREN 4-120 LB eveniio
https://m.media-amazon.com/images/I/81EYZkYzgtL.jpg,801829,maximum_weight_recommendation,275 pound,Fabric Upholstered Adjustable Lumbar Support 0 Height-Adjustable 2751b Arms Quick Assembly Weight Capacity
https://m.media-amazon.com/images/I/81WpHVocFKL.jpg,120219,maximum_weight_recommendation,160.0 gram,PRODUCT DIMENSION L=1Scm W=4cm HE1Scm Weight : 160gr L M
https://m.media-amazon.com/images/I/61Z5wMKfjbL.jpg,221399,maximum_weight_recommendation,150 kilogram,"STYLE Washable Hanging cotton Swing IJhula WEIGHT CAPAPCITY 150Kg MATERIAL Washable premium salien sustainable fabric FEATURES Washable,Compact Portable & Foldable QUALITY 100 % Branded quality"
https://m.media-amazon.com/images/I/51A+Tp2-MvL.jpg,933453,maximum_weight_recommendation,3.5 kilogram,"TRIO 1 nania 440 mm 650 mm Kg 3,5"
https://m.media-amazon.com/images/I/51P4yI-NvvL.jpg,178958,maximum_weight_recommendation,11.0 pound,65in 45.07in 2.5in 4.72in 4.72in 4.72in 1 4.72in 11lbs 4.72in 7.48in 7.48in 11.02in 11.02in
https://m.media-amazon.com/images/I/71wcyfQxdBL.jpg,969033,maximum_weight_recommendation,40 pound,On the Size Name Size For Crate Floor Suggested Dog Weight Up to 40 Ibs M-Crate 30*20*2.5 inch 76x51x6 cm Up to 60 Ibs L-Crale 35*23*2.5 inch 89x58*6 cm Up to 65 Ibs 36*27x2.5 inch 91x68x6 cm Up to 85 Ibs 41*27x2.5 inch XL-Crate 104*68x6 cm Up to 90 Ibs 44*32*2.5 inch XL 112*81*6 cm Up to 100 Ibs 47x29x2.5 inch XXL-Crate 120*74*6 cm Up to 120 Ibs 50x36*2.5 inch XXL 127x91x6 cm
https://m.media-amazon.com/images/I/71233JpM+bL.jpg,120219,maximum_weight_recommendation,5.0 kilogram,[Bag-in-Bag] Stylish and Easy to Carry. Doubl  Laptops A4 paper load-bearing ipad Smartphones Mice Portable power ninG World Science Music players Water cup Card Holder Umbrella Stationery Notebooks 134569B98 0e Calculator Skg bag
https://m.media-amazon.com/images/I/61aw2QimqBL.jpg,171418,maximum_weight_recommendation,50 kilogram,Dimensions Ested EN14988.2017 6 Months Up to Safety to 5 Years 50 Kgs Certified atrablit Aian 70 cms 94 cms 47 75 cms 60 44988 8 52 cms cms
https://m.media-amazon.com/images/I/61-OOEiqhwL.jpg,801829,maximum_weight_recommendation,150 kilogram,Capacity up to Durable Water Proof Dust Proof Termite Proof 150 kgs Spider Web Inspired Design Light Weight Strong Corrosion Proof Gas Moulding Maintenance Legs for Free Steady Support
https://m.media-amazon.com/images/I/71gxObv6iDL.jpg,801829,maximum_weight_recommendation,265 pound,WHY CHOOSE US OUR OTHERS Firm & Stable to crack Load Capacity 265lb Only 200lb Waterproof Not waterproof Easy
https://m.media-amazon.com/images/I/61lT39o5V0L.jpg,221399,maximum_weight_recommendation,100 kilogram,Shape: ECO D-Shape FRIENDLY PRODUCT Weight Holding Capacity: 100 Material: Cotton Ropes with Sturdy Frame Features: Eco-Friendly & Skin - Friendly Quality: 100% Natural & of high quality Kgs
https://m.media-amazon.com/images/I/61WyVfI3-oL.jpg,704724,maximum_weight_recommendation,100 kilogram,"FEACH PRODUCT DIMENSIONS 100 KG MAX USER WEIGHT 46"" B P FEACH 24"" 61"""
https://m.media-amazon.com/images/I/51Qaj2rzMkL.jpg,462757,maximum_weight_recommendation,130 kilogram,HIGHLIGHTS 3.OHP 6.OHP PEAK DC MOTOR 130KG MAXIMUM USER WEIGHT 1 - I6KMPH SPEED RANGE 1 DURAFIT
https://m.media-amazon.com/images/I/71FiIPwu3rL.jpg,150913,maximum_weight_recommendation,35 pound,"Let's compare Evenflo Pivot Anthem Wonderfold W2 Keenz 7S Veer Xplore WEIGHT LIMIT 150 Ibs 200 Ibs 110 Ibs 150 Ibs 120 Ibs PRODUCT WEIGHT 35 Ibs 45 Ibs 32 Ibs 33 Ibs 34.7 Ibs RECLINE MODE PARENT CUP X HOLDER CHODDERP : CHILD TRAY X XL FGANOVERAGE X X  ONE-STEP FOLD ' X x ACCEPTS INFANT CAR X SEAT DIMENSIONS 37"" x 21.5"" x 25"" 30.5"" x 19"" x 16.5"" 34"" x 34.6"" x 19"" 37"" x 20"" x 25"" 45"" x 27"" x 39"" FOLDED 41"" x 25"" x 15"" 40"" x 23"" x 19"" 30.75"" x 12"" 37"" x 20"" x 14"" 37"" x 27"" x 23"" DIMENSIONS"
https://m.media-amazon.com/images/I/71tOczT+KUL.jpg,969033,maximum_weight_recommendation,100 pound,"Sizes Available 24"" xl8"" x8"" Best for pets up to 25 Ibs XL 32"" x24"" x8"" Best for up to 35 Ibs XXL 36"" x28"" x8"" Best for up to 55 Ibs XXXL 43"" x33"" x8"" Best for pets up to 100 Ibs pets pets"
https://m.media-amazon.com/images/I/81ae4Ju3wPL.jpg,751532,maximum_weight_recommendation,660 pound,"STURDY MATERIALS Durably crafted with steel tubing and quality wood, with support legs for the base Durable Steel Tubing Quality Wood 660 LBS Weight Capacity"
https://m.media-amazon.com/images/I/61sdGQ6FkVL.jpg,120219,maximum_weight_recommendation,22.0 pound,Heavy Duty Max Lod up to 22lbs
https://m.media-amazon.com/images/I/710kOV-Bm-L.jpg,120219,maximum_weight_recommendation,290.0 gram,"WEIGHT:= 100% (USIQMER SAtISFACTON Eco GUARANTEE Friendly Carabiner Adjustable Length Straps Leather edging 4 11.8"" Thickened mesh 15650 Seat bottom Bottom plate steel hook Front steel hook 290g 8"
https://m.media-amazon.com/images/I/7198e8ql2bL.jpg,801829,maximum_weight_recommendation,120 kilogram,PARTS High Quality Nylon Base Easily Withstand Weight Upto-120 kg Heavy Nylon Castor Wheels Class 4 Gas Lift with Cover Soft Padded & Fixed Arm Rest Duty
https://m.media-amazon.com/images/I/71eOhcFU5JL.jpg,488883,maximum_weight_recommendation,400 pound,Maximum Weight Capacity 400 LBS & I you can get: 1 IxLid IxBase IxFolding panel 3 1 15in/38cm 15inch 1Sinch
https://m.media-amazon.com/images/I/81d1z0Mpg9L.jpg,120219,maximum_weight_recommendation,18.0 kilogram,NO~SLo Op F 8. Sa NReUser #FUSER 30 Load capacity 18KG Won't Korld. 876 5u3 drop
https://m.media-amazon.com/images/I/71iRJQR4PsL.jpg,969033,maximum_weight_recommendation,85.0 pound,For Medium Up to 35 Ibs MEDIUM For Large Up to 45 Ibs LARGE For X-Large Up to 65 Ibs X-LARGE For XX-Large Up to 85 Ibs XX-LARGE dog dog dog dog
https://m.media-amazon.com/images/I/619GTLxFWVS.jpg,801829,maximum_weight_recommendation,300.0 pound,Maximum Weight:300 Pounds 16.5 24 16.5 18.5 17.5 19.5 25
https://m.media-amazon.com/images/I/71BE7ki-J+L.jpg,704724,maximum_weight_recommendation,100 kilogram,SPECIFICATIONS Vertical Height Resistance Adjustment Knob Cushioned Cushioned Handle Grip Seat KG LCD Maximum User Monitor Weight 100 KG Pedal Belt Drive Straps System
https://m.media-amazon.com/images/I/71-DRruLMHL.jpg,120219,maximum_weight_recommendation,20.0 pound,No drilling Strong bearing Waterproof Removable Detachable Towel Bar 100% SUS304 Stainless Steel Strong Load Capacity up to 20 LBs Fast Draining Hollow Design Easy Installation & No Tools Needed 4 Removable Durable Hooks
https://m.media-amazon.com/images/I/71DIxTZi8ZS.jpg,120219,maximum_weight_recommendation,15.0 pound,"Save Time And Effort Strong Glue, Super Load-bearing [ 4.7in No nails No drills Protect the Wall [ 15LB 4.7in 15LB Large area,Stronger adhesion Large bearing capacity,More stable 12.8in 3.Tin 4in 12.2in 4 ^ 53in"
